序号,BV号,时间,播放量,点赞,投币,分享,收藏,弹幕,评论,APP观看,网页观看,总观看,播赞比,周刊总分,周刊播放,周刊互动,周刊收藏,周刊硬币,周刊点赞,周刊修正A,周刊修正B,周刊修正C,周刊修正D,周刊基础播放,年刊总分,年刊播放,年刊互动,年刊收藏,年刊硬币,年刊点赞,年刊修正A,年刊修正B,年刊修正C
907,BV1Y2oNB1ESs,2026-04-22T05:37:37.855970,658174,92213,73619,17699,50688,2778,9922,63,222,285,,,,,,,,,,,,,,,,,,,,,
908,BV1Y2oNB1ESs,2026-04-22T05:38:54.338904,658217,92218,73622,17699,50691,2779,9922,64,224,288,,,,,,,,,,,,,,,,,,,,,
909,BV1Y2oNB1ESs,2026-04-22T05:40:10.843134,658265,92222,73628,17699,50694,2779,9922,58,225,283,,,,,,,,,,,,,,,,,,,,,
910,BV1Y2oNB1ESs,2026-04-22T05:41:27.275701,658323,92226,73633,17701,50695,2779,9922,56,222,278,,,,,,,,,,,,,,,,,,,,,
911,BV1Y2oNB1ESs,2026-04-22T05:42:43.743115,658369,92225,73635,17701,50697,2779,9922,56,224,280,,,,,,,,,,,,,,,,,,,,,
912,BV1Y2oNB1ESs,2026-04-22T05:44:00.167683,658427,92227,73635,17703,50698,2779,9922,62,225,287,,,,,,,,,,,,,,,,,,,,,
913,BV1Y2oNB1ESs,2026-04-22T05:45:16.711354,658489,92228,73639,17704,50699,2779,9922,60,222,282,,,,,,,,,,,,,,,,,,,,,
914,BV1Y2oNB1ESs,2026-04-22T05:46:33.188894,658536,92232,73639,17705,50700,2779,9922,64,224,288,,,,,,,,,,,,,,,,,,,,,
915,BV1Y2oNB1ESs,2026-04-22T05:47:49.686754,658590,92236,73639,17705,50701,2779,9922,65,226,291,,,,,,,,,,,,,,,,,,,,,
916,BV1Y2oNB1ESs,2026-04-22T05:49:06.247819,658651,92239,73639,17705,50702,2780,9922,69,232,301,,,,,,,,,,,,,,,,,,,,,
917,BV1Y2oNB1ESs,2026-04-22T05:50:22.660985,658698,92240,73639,17705,50704,2780,9922,61,229,290,,,,,,,,,,,,,,,,,,,,,
918,BV1Y2oNB1ESs,2026-04-22T05:51:39.164869,658750,92243,73643,17705,50707,2780,9922,60,229,289,,,,,,,,,,,,,,,,,,,,,
919,BV1Y2oNB1ESs,2026-04-22T05:52:55.658825,658815,92247,73645,17706,50710,2780,9922,62,227,289,,,,,,,,,,,,,,,,,,,,,
920,BV1Y2oNB1ESs,2026-04-22T05:54:12.158851,658876,92248,73645,17706,50710,2781,9922,63,229,292,,,,,,,,,,,,,,,,,,,,,
921,BV1Y2oNB1ESs,2026-04-22T05:55:28.683702,658939,92258,73653,17707,50714,2781,9924,69,228,297,,,,,,,,,,,,,,,,,,,,,
922,BV1Y2oNB1ESs,2026-04-22T05:56:45.234110,659009,92262,73657,17707,50717,2781,9924,60,227,287,,,,,,,,,,,,,,,,,,,,,
923,BV1Y2oNB1ESs,2026-04-22T05:58:01.641668,659077,92266,73659,17708,50721,2781,9925,61,227,288,,,,,,,,,,,,,,,,,,,,,
924,BV1Y2oNB1ESs,2026-04-22T05:59:18.156403,659135,92274,73663,17708,50723,2782,9925,65,223,288,,,,,,,,,,,,,,,,,,,,,
925,BV1Y2oNB1ESs,2026-04-22T06:00:34.624147,659226,92281,73668,17709,50725,2782,9926,65,227,292,,,,,,,,,,,,,,,,,,,,,
926,BV1Y2oNB1ESs,2026-04-22T06:01:51.095028,659316,92285,73670,17709,50726,2782,9927,65,229,294,,,,,,,,,,,,,,,,,,,,,
927,BV1Y2oNB1ESs,2026-04-22T06:03:07.643224,659400,92287,73672,17711,50728,2782,9927,78,227,305,,,,,,,,,,,,,,,,,,,,,
928,BV1Y2oNB1ESs,2026-04-22T06:04:24.112540,659498,92289,73677,17712,50731,2782,9927,77,231,308,,,,,,,,,,,,,,,,,,,,,
929,BV1Y2oNB1ESs,2026-04-22T06:05:40.589616,659694,92291,73680,17714,50732,2782,9927,73,230,303,,,,,,,,,,,,,,,,,,,,,
930,BV1Y2oNB1ESs,2026-04-22T06:06:57.033202,659790,92301,73688,17715,50736,2782,9927,76,227,303,,,,,,,,,,,,,,,,,,,,,
931,BV1Y2oNB1ESs,2026-04-22T06:08:13.537714,659911,92306,73692,17715,50736,2782,9927,86,232,318,,,,,,,,,,,,,,,,,,,,,
932,BV1Y2oNB1ESs,2026-04-22T06:09:29.957667,660014,92310,73697,17716,50739,2783,9927,76,227,303,,,,,,,,,,,,,,,,,,,,,
933,BV1Y2oNB1ESs,2026-04-22T06:10:46.486986,660117,92316,73701,17719,50743,2783,9927,75,228,303,,,,,,,,,,,,,,,,,,,,,
934,BV1Y2oNB1ESs,2026-04-22T06:12:02.852541,660220,92323,73708,17721,50748,2783,9928,80,225,305,,,,,,,,,,,,,,,,,,,,,
935,BV1Y2oNB1ESs,2026-04-22T06:13:19.319205,660334,92326,73712,17722,50751,2783,9929,86,223,309,,,,,,,,,,,,,,,,,,,,,
936,BV1Y2oNB1ESs,2026-04-22T06:14:35.782914,660459,92332,73714,17723,50755,2783,9930,84,221,305,,,,,,,,,,,,,,,,,,,,,
937,BV1Y2oNB1ESs,2026-04-22T06:15:52.246352,660565,92339,73723,17723,50760,2783,9931,86,222,308,,,,,,,,,,,,,,,,,,,,,
938,BV1Y2oNB1ESs,2026-04-22T06:17:08.717471,660683,92351,73732,17725,50766,2784,9933,97,220,317,,,,,,,,,,,,,,,,,,,,,
939,BV1Y2oNB1ESs,2026-04-22T06:18:24.321306,660802,92360,73737,17726,50773,2784,9934,100,221,321,,,,,,,,,,,,,,,,,,,,,
940,BV1Y2oNB1ESs,2026-04-22T06:19:40.774556,660919,92367,73741,17728,50780,2788,9937,104,221,325,,,,,,,,,,,,,,,,,,,,,
941,BV1Y2oNB1ESs,2026-04-22T06:20:57.283487,661031,92379,73751,17728,50790,2792,9940,104,222,326,,,,,,,,,,,,,,,,,,,,,
942,BV1Y2oNB1ESs,2026-04-22T06:22:13.738911,661166,92391,73764,17728,50794,2794,9942,110,223,333,,,,,,,,,,,,,,,,,,,,,
943,BV1Y2oNB1ESs,2026-04-22T06:23:30.160214,661302,92401,73765,17730,50798,2794,9945,102,222,324,,,,,,,,,,,,,,,,,,,,,
944,BV1Y2oNB1ESs,2026-04-22T06:24:46.696414,661423,92404,73767,17730,50799,2794,9946,97,221,318,,,,,,,,,,,,,,,,,,,,,
945,BV1Y2oNB1ESs,2026-04-22T06:26:03.169444,661538,92415,73773,17733,50806,2795,9946,103,226,329,,,,,,,,,,,,,,,,,,,,,
946,BV1Y2oNB1ESs,2026-04-22T06:27:19.644411,661660,92428,73777,17733,50810,2796,9947,95,226,321,,,,,,,,,,,,,,,,,,,,,
947,BV1Y2oNB1ESs,2026-04-22T06:28:36.212122,661775,92432,73779,17734,50812,2798,9949,93,230,323,,,,,,,,,,,,,,,,,,,,,
948,BV1Y2oNB1ESs,2026-04-22T06:29:52.772478,661914,92439,73784,17734,50815,2798,9951,94,234,328,,,,,,,,,,,,,,,,,,,,,
949,BV1Y2oNB1ESs,2026-04-22T06:31:09.259998,662061,92449,73796,17736,50819,2798,9951,101,236,337,,,,,,,,,,,,,,,,,,,,,
950,BV1Y2oNB1ESs,2026-04-22T06:32:25.776268,662182,92459,73806,17736,50824,2798,9952,99,229,328,,,,,,,,,,,,,,,,,,,,,
951,BV1Y2oNB1ESs,2026-04-22T06:33:42.286802,662342,92471,73818,17738,50835,2798,9952,103,230,333,,,,,,,,,,,,,,,,,,,,,
952,BV1Y2oNB1ESs,2026-04-22T06:34:58.702989,662502,92483,73826,17738,50842,2799,9952,109,231,340,,,,,,,,,,,,,,,,,,,,,
953,BV1Y2oNB1ESs,2026-04-22T06:36:15.198369,662641,92495,73839,17739,50850,2803,9952,97,235,332,,,,,,,,,,,,,,,,,,,,,
954,BV1Y2oNB1ESs,2026-04-22T06:37:31.738559,662788,92500,73846,17742,50853,2804,9952,98,236,334,,,,,,,,,,,,,,,,,,,,,
955,BV1Y2oNB1ESs,2026-04-22T06:38:48.154230,662936,92509,73856,17743,50860,2806,9954,99,235,334,,,,,,,,,,,,,,,,,,,,,
956,BV1Y2oNB1ESs,2026-04-22T06:40:04.717180,663083,92519,73863,17743,50864,2806,9956,104,234,338,,,,,,,,,,,,,,,,,,,,,
957,BV1Y2oNB1ESs,2026-04-22T06:41:21.156420,663228,92531,73874,17744,50869,2806,9958,103,233,336,,,,,,,,,,,,,,,,,,,,,
958,BV1Y2oNB1ESs,2026-04-22T06:42:37.668283,663367,92540,73879,17744,50873,2806,9960,108,231,339,,,,,,,,,,,,,,,,,,,,,
959,BV1Y2oNB1ESs,2026-04-22T06:43:54.145057,663506,92551,73885,17746,50878,2806,9963,104,234,338,,,,,,,,,,,,,,,,,,,,,
960,BV1Y2oNB1ESs,2026-04-22T06:45:10.623643,663631,92557,73895,17746,50882,2806,9965,111,235,346,,,,,,,,,,,,,,,,,,,,,
961,BV1Y2oNB1ESs,2026-04-22T06:46:27.093834,663787,92563,73900,17748,50886,2807,9966,100,236,336,,,,,,,,,,,,,,,,,,,,,
962,BV1Y2oNB1ESs,2026-04-22T06:47:43.565280,663928,92569,73904,17748,50889,2807,9966,108,236,344,,,,,,,,,,,,,,,,,,,,,
963,BV1Y2oNB1ESs,2026-04-22T06:49:00.025148,664067,92575,73909,17748,50892,2807,9967,116,235,351,,,,,,,,,,,,,,,,,,,,,
964,BV1Y2oNB1ESs,2026-04-22T06:50:16.498997,664207,92588,73921,17751,50899,2807,9968,116,233,349,,,,,,,,,,,,,,,,,,,,,
965,BV1Y2oNB1ESs,2026-04-22T06:51:32.972681,664339,92598,73927,17752,50902,2807,9969,118,231,349,,,,,,,,,,,,,,,,,,,,,
966,BV1Y2oNB1ESs,2026-04-22T06:52:49.473105,664474,92615,73944,17752,50911,2807,9970,123,230,353,,,,,,,,,,,,,,,,,,,,,
967,BV1Y2oNB1ESs,2026-04-22T06:54:05.935955,664620,92622,73954,17753,50915,2807,9973,115,233,348,,,,,,,,,,,,,,,,,,,,,
968,BV1Y2oNB1ESs,2026-04-22T06:55:22.404205,664747,92631,73959,17753,50916,2807,9976,111,236,347,,,,,,,,,,,,,,,,,,,,,
969,BV1Y2oNB1ESs,2026-04-22T06:56:38.829738,664903,92645,73967,17755,50923,2807,9977,102,231,333,,,,,,,,,,,,,,,,,,,,,
970,BV1Y2oNB1ESs,2026-04-22T06:57:55.316132,665074,92656,73975,17756,50925,2807,9977,109,229,338,,,,,,,,,,,,,,,,,,,,,
971,BV1Y2oNB1ESs,2026-04-22T06:59:11.801513,665222,92666,73987,17757,50937,2807,9978,103,230,333,,,,,,,,,,,,,,,,,,,,,
972,BV1Y2oNB1ESs,2026-04-22T07:00:28.247665,665409,92674,73990,17758,50939,2807,9978,109,231,340,,,,,,,,,,,,,,,,,,,,,
973,BV1Y2oNB1ESs,2026-04-22T07:01:44.741817,665607,92684,73998,17758,50945,2807,9980,103,231,334,,,,,,,,,,,,,,,,,,,,,
974,BV1Y2oNB1ESs,2026-04-22T07:03:01.246711,665778,92692,74005,17758,50950,2808,9984,115,233,348,,,,,,,,,,,,,,,,,,,,,
975,BV1Y2oNB1ESs,2026-04-22T07:04:17.705530,665957,92699,74014,17760,50953,2809,9986,108,234,342,,,,,,,,,,,,,,,,,,,,,
976,BV1Y2oNB1ESs,2026-04-22T07:05:34.119180,666113,92717,74021,17762,50956,2810,9988,112,231,343,,,,,,,,,,,,,,,,,,,,,
977,BV1Y2oNB1ESs,2026-04-22T07:06:50.543824,666291,92722,74024,17763,50959,2811,9990,106,234,340,,,,,,,,,,,,,,,,,,,,,
978,BV1Y2oNB1ESs,2026-04-22T07:08:06.958865,666459,92735,74035,17765,50967,2811,9992,110,226,336,,,,,,,,,,,,,,,,,,,,,
979,BV1Y2oNB1ESs,2026-04-22T07:09:23.389337,666613,92743,74043,17767,50971,2811,9995,116,226,342,,,,,,,,,,,,,,,,,,,,,
980,BV1Y2oNB1ESs,2026-04-22T07:10:39.839746,666800,92753,74055,17767,50979,2811,9997,114,228,342,,,,,,,,,,,,,,,,,,,,,
981,BV1Y2oNB1ESs,2026-04-22T07:11:56.294250,666992,92764,74062,17768,50988,2812,10000,103,228,331,,,,,,,,,,,,,,,,,,,,,
982,BV1Y2oNB1ESs,2026-04-22T07:15:45.851354,667555,92798,74088,17770,51001,2814,10004,104,232,336,,,,,,,,,,,,,,,,,,,,,
983,BV1Y2oNB1ESs,2026-04-22T07:17:02.360499,667742,92812,74097,17771,51010,2814,10006,104,230,334,,,,,,,,,,,,,,,,,,,,,
984,BV1Y2oNB1ESs,2026-04-22T07:18:18.899173,667921,92829,74102,17773,51014,2814,10006,94,233,327,,,,,,,,,,,,,,,,,,,,,
985,BV1Y2oNB1ESs,2026-04-22T07:19:35.404875,668116,92837,74106,17773,51018,2815,10007,97,234,331,,,,,,,,,,,,,,,,,,,,,
986,BV1Y2oNB1ESs,2026-04-22T07:20:51.912330,668326,92849,74118,17775,51021,2815,10009,109,229,338,,,,,,,,,,,,,,,,,,,,,
987,BV1Y2oNB1ESs,2026-04-22T07:22:08.431030,668527,92862,74131,17777,51028,2816,10011,114,231,345,,,,,,,,,,,,,,,,,,,,,
988,BV1Y2oNB1ESs,2026-04-22T07:23:24.949741,668746,92871,74140,17777,51031,2816,10012,123,234,357,,,,,,,,,,,,,,,,,,,,,
989,BV1Y2oNB1ESs,2026-04-22T07:24:41.493677,668934,92883,74149,17778,51036,2816,10013,110,231,341,,,,,,,,,,,,,,,,,,,,,
990,BV1Y2oNB1ESs,2026-04-22T07:25:58.025273,669098,92892,74152,17779,51036,2816,10015,116,228,344,,,,,,,,,,,,,,,,,,,,,
991,BV1Y2oNB1ESs,2026-04-22T07:27:14.584666,669306,92901,74158,17781,51038,2816,10017,125,224,349,,,,,,,,,,,,,,,,,,,,,
992,BV1Y2oNB1ESs,2026-04-22T07:28:31.136392,669494,92913,74168,17781,51042,2816,10018,128,225,353,,,,,,,,,,,,,,,,,,,,,
993,BV1Y2oNB1ESs,2026-04-22T07:29:47.617642,669676,92922,74175,17781,51048,2816,10018,99,234,333,,,,,,,,,,,,,,,,,,,,,
994,BV1Y2oNB1ESs,2026-04-22T07:31:04.179907,669879,92933,74182,17783,51056,2816,10018,84,232,316,,,,,,,,,,,,,,,,,,,,,
995,BV1Y2oNB1ESs,2026-04-22T07:32:20.735959,670089,92947,74191,17785,51061,2816,10020,108,231,339,,,,,,,,,,,,,,,,,,,,,
996,BV1Y2oNB1ESs,2026-04-22T07:33:37.326437,670288,92956,74196,17786,51067,2816,10022,109,229,338,,,,,,,,,,,,,,,,,,,,,
997,BV1Y2oNB1ESs,2026-04-22T07:34:53.816841,670497,92963,74203,17786,51074,2816,10024,108,225,333,,,,,,,,,,,,,,,,,,,,,
998,BV1Y2oNB1ESs,2026-04-22T07:36:10.374908,670695,92971,74203,17787,51077,2816,10025,109,227,336,,,,,,,,,,,,,,,,,,,,,
999,BV1Y2oNB1ESs,2026-04-22T07:37:26.941119,670912,92980,74210,17789,51082,2816,10025,114,226,340,,,,,,,,,,,,,,,,,,,,,
1000,BV1Y2oNB1ESs,2026-04-22T07:38:43.409680,671090,92995,74225,17790,51093,2816,10025,112,229,341,,,,,,,,,,,,,,,,,,,,,
1001,BV1Y2oNB1ESs,2026-04-22T07:40:00.008256,671306,93007,74232,17790,51099,2817,10026,112,232,344,,,,,,,,,,,,,,,,,,,,,
1002,BV1Y2oNB1ESs,2026-04-22T07:41:16.475864,671489,93021,74239,17790,51104,2817,10026,122,231,353,,,,,,,,,,,,,,,,,,,,,
1003,BV1Y2oNB1ESs,2026-04-22T07:42:33.024777,671711,93037,74251,17793,51112,2817,10026,108,232,340,,,,,,,,,,,,,,,,,,,,,
1004,BV1Y2oNB1ESs,2026-04-22T07:43:49.566878,671944,93047,74257,17794,51115,2817,10027,140,228,368,,,,,,,,,,,,,,,,,,,,,
1005,BV1Y2oNB1ESs,2026-04-22T07:45:05.176661,672174,93059,74269,17795,51121,2817,10027,139,232,371,,,,,,,,,,,,,,,,,,,,,
1006,BV1Y2oNB1ESs,2026-04-22T07:46:20.781103,672380,93069,74275,17797,51126,2817,10028,125,238,363,,,,,,,,,,,,,,,,,,,,,
1007,BV1Y2oNB1ESs,2026-04-22T07:47:37.264092,672613,93081,74287,17798,51132,2817,10029,136,232,368,,,,,,,,,,,,,,,,,,,,,
1008,BV1Y2oNB1ESs,2026-04-22T07:48:53.778381,672826,93088,74291,17800,51136,2818,10030,131,240,371,,,,,,,,,,,,,,,,,,,,,
1009,BV1Y2oNB1ESs,2026-04-22T07:50:10.280982,673207,93093,74294,17802,51142,2818,10031,122,238,360,,,,,,,,,,,,,,,,,,,,,
1010,BV1Y2oNB1ESs,2026-04-22T07:51:26.845145,673412,93101,74301,17802,51146,2818,10033,124,235,359,,,,,,,,,,,,,,,,,,,,,
1011,BV1Y2oNB1ESs,2026-04-22T07:52:43.399314,673612,93114,74314,17803,51156,2818,10033,137,232,369,,,,,,,,,,,,,,,,,,,,,
1012,BV1Y2oNB1ESs,2026-04-22T07:53:59.940133,673830,93124,74322,17805,51164,2818,10033,132,236,368,,,,,,,,,,,,,,,,,,,,,
1013,BV1Y2oNB1ESs,2026-04-22T07:55:16.388002,674026,93136,74327,17806,51170,2819,10033,140,237,377,,,,,,,,,,,,,,,,,,,,,
1014,BV1Y2oNB1ESs,2026-04-22T07:56:32.971689,674226,93143,74333,17810,51173,2819,10034,139,232,371,,,,,,,,,,,,,,,,,,,,,
1015,BV1Y2oNB1ESs,2026-04-22T07:57:49.495339,674433,93152,74335,17813,51177,2819,10035,138,243,381,,,,,,,,,,,,,,,,,,,,,
1016,BV1Y2oNB1ESs,2026-04-22T07:59:05.971440,674667,93163,74345,17815,51184,2819,10037,135,243,378,,,,,,,,,,,,,,,,,,,,,
1017,BV1Y2oNB1ESs,2026-04-22T08:00:22.562980,674866,93179,74360,17819,51191,2819,10038,125,240,365,,,,,,,,,,,,,,,,,,,,,
1018,BV1Y2oNB1ESs,2026-04-22T08:01:39.046624,675071,93189,74371,17820,51196,2820,10038,124,239,363,,,,,,,,,,,,,,,,,,,,,
1019,BV1Y2oNB1ESs,2026-04-22T08:02:55.618572,675276,93197,74378,17821,51199,2820,10038,126,240,366,,,,,,,,,,,,,,,,,,,,,
1020,BV1Y2oNB1ESs,2026-04-22T08:04:12.124193,675518,93208,74390,17822,51209,2821,10034,129,234,363,,,,,,,,,,,,,,,,,,,,,
1021,BV1Y2oNB1ESs,2026-04-22T08:05:28.628616,675764,93225,74398,17822,51216,2821,10035,127,234,361,,,,,,,,,,,,,,,,,,,,,
1022,BV1Y2oNB1ESs,2026-04-22T08:06:45.141339,675998,93239,74409,17823,51222,2821,10036,137,229,366,,,,,,,,,,,,,,,,,,,,,
1023,BV1Y2oNB1ESs,2026-04-22T08:08:01.733641,676213,93247,74413,17823,51229,2821,10038,144,231,375,,,,,,,,,,,,,,,,,,,,,
1024,BV1Y2oNB1ESs,2026-04-22T08:09:18.237779,676436,93256,74421,17825,51231,2822,10040,152,231,383,,,,,,,,,,,,,,,,,,,,,
1025,BV1Y2oNB1ESs,2026-04-22T08:10:34.765071,676647,93271,74432,17825,51238,2822,10040,148,235,383,,,,,,,,,,,,,,,,,,,,,
1026,BV1Y2oNB1ESs,2026-04-22T08:11:51.340739,676868,93281,74436,17825,51238,2822,10040,149,233,382,,,,,,,,,,,,,,,,,,,,,
1027,BV1Y2oNB1ESs,2026-04-22T08:13:07.804365,677107,93293,74446,17825,51249,2822,10040,139,232,371,,,,,,,,,,,,,,,,,,,,,
1028,BV1Y2oNB1ESs,2026-04-22T08:14:24.335304,677345,93304,74456,17829,51257,2822,10040,149,235,384,,,,,,,,,,,,,,,,,,,,,
1029,BV1Y2oNB1ESs,2026-04-22T08:15:40.865585,677585,93312,74464,17830,51263,2823,10043,138,234,372,,,,,,,,,,,,,,,,,,,,,
1030,BV1Y2oNB1ESs,2026-04-22T08:16:57.395697,677821,93322,74473,17832,51269,2823,10044,139,234,373,,,,,,,,,,,,,,,,,,,,,
1031,BV1Y2oNB1ESs,2026-04-22T08:18:13.959449,678061,93333,74479,17832,51274,2823,10045,153,237,390,,,,,,,,,,,,,,,,,,,,,
1032,BV1Y2oNB1ESs,2026-04-22T08:19:30.411500,678289,93345,74485,17835,51279,2823,10047,138,240,378,,,,,,,,,,,,,,,,,,,,,
1033,BV1Y2oNB1ESs,2026-04-22T08:20:46.925276,678556,93365,74503,17839,51288,2823,10049,148,239,387,,,,,,,,,,,,,,,,,,,,,
1034,BV1Y2oNB1ESs,2026-04-22T08:22:03.443094,678816,93375,74509,17841,51296,2823,10049,150,237,387,,,,,,,,,,,,,,,,,,,,,
1035,BV1Y2oNB1ESs,2026-04-22T08:23:20.005330,679082,93384,74515,17841,51302,2823,10049,132,236,368,,,,,,,,,,,,,,,,,,,,,
1036,BV1Y2oNB1ESs,2026-04-22T08:24:36.516932,679332,93396,74521,17844,51307,2823,10049,118,238,356,,,,,,,,,,,,,,,,,,,,,
1037,BV1Y2oNB1ESs,2026-04-22T08:25:53.081848,679627,93408,74531,17846,51315,2823,10050,129,236,365,,,,,,,,,,,,,,,,,,,,,
1038,BV1Y2oNB1ESs,2026-04-22T08:27:09.628025,679873,93430,74546,17849,51326,2824,10051,129,247,376,,,,,,,,,,,,,,,,,,,,,
1039,BV1Y2oNB1ESs,2026-04-22T08:28:26.226440,680150,93451,74567,17849,51336,2824,10052,150,247,397,,,,,,,,,,,,,,,,,,,,,
1040,BV1Y2oNB1ESs,2026-04-22T08:29:42.767921,680438,93460,74578,17853,51342,2824,10055,162,246,408,,,,,,,,,,,,,,,,,,,,,
1041,BV1Y2oNB1ESs,2026-04-22T08:30:58.363788,680714,93475,74594,17855,51353,2825,10058,138,248,386,,,,,,,,,,,,,,,,,,,,,
1042,BV1Y2oNB1ESs,2026-04-22T08:32:14.872945,681010,93488,74605,17857,51356,2825,10059,141,255,396,,,,,,,,,,,,,,,,,,,,,
1043,BV1Y2oNB1ESs,2026-04-22T08:33:31.333050,681267,93502,74615,17859,51361,2826,10062,142,255,397,,,,,,,,,,,,,,,,,,,,,
1044,BV1Y2oNB1ESs,2026-04-22T08:34:47.843705,681530,93507,74619,17862,51365,2826,10064,125,255,380,,,,,,,,,,,,,,,,,,,,,
1045,BV1Y2oNB1ESs,2026-04-22T08:36:04.321792,681774,93513,74631,17864,51374,2826,10064,131,256,387,,,,,,,,,,,,,,,,,,,,,
1046,BV1Y2oNB1ESs,2026-04-22T08:37:20.841842,682022,93534,74645,17865,51382,2828,10066,126,255,381,,,,,,,,,,,,,,,,,,,,,
1047,BV1Y2oNB1ESs,2026-04-22T08:38:37.355055,682267,93545,74652,17866,51389,2828,10067,113,256,369,,,,,,,,,,,,,,,,,,,,,
1048,BV1Y2oNB1ESs,2026-04-22T08:39:53.860517,682543,93557,74660,17868,51394,2829,10069,107,257,364,,,,,,,,,,,,,,,,,,,,,
1049,BV1Y2oNB1ESs,2026-04-22T08:41:10.349657,682802,93568,74671,17869,51397,2830,10070,129,258,387,,,,,,,,,,,,,,,,,,,,,
1050,BV1Y2oNB1ESs,2026-04-22T08:42:26.832891,683037,93581,74686,17871,51409,2830,10071,127,258,385,,,,,,,,,,,,,,,,,,,,,
1051,BV1Y2oNB1ESs,2026-04-22T08:43:43.316459,683298,93591,74692,17876,51415,2830,10071,135,268,403,,,,,,,,,,,,,,,,,,,,,
1052,BV1Y2oNB1ESs,2026-04-22T08:44:59.853977,683532,93607,74706,17878,51426,2830,10071,119,265,384,,,,,,,,,,,,,,,,,,,,,
1053,BV1Y2oNB1ESs,2026-04-22T08:46:16.405858,683795,93622,74718,17878,51433,2830,10072,125,265,390,,,,,,,,,,,,,,,,,,,,,
1054,BV1Y2oNB1ESs,2026-04-22T08:47:32.923511,684056,93634,74728,17879,51438,2830,10072,124,265,389,,,,,,,,,,,,,,,,,,,,,
1055,BV1Y2oNB1ESs,2026-04-22T08:48:49.433678,684311,93645,74732,17882,51439,2830,10073,138,271,409,,,,,,,,,,,,,,,,,,,,,
1056,BV1Y2oNB1ESs,2026-04-22T08:50:05.933464,684543,93658,74744,17884,51452,2830,10075,137,266,403,,,,,,,,,,,,,,,,,,,,,
1057,BV1Y2oNB1ESs,2026-04-22T08:51:22.476782,684784,93668,74756,17888,51459,2830,10075,139,266,405,,,,,,,,,,,,,,,,,,,,,
1058,BV1Y2oNB1ESs,2026-04-22T08:52:39.022638,685056,93681,74769,17890,51463,2830,10075,124,276,400,,,,,,,,,,,,,,,,,,,,,
1059,BV1Y2oNB1ESs,2026-04-22T08:53:55.526046,685289,93693,74775,17892,51470,2831,10075,131,272,403,,,,,,,,,,,,,,,,,,,,,
1060,BV1Y2oNB1ESs,2026-04-22T08:55:12.011479,685504,93710,74787,17895,51473,2832,10075,122,269,391,,,,,,,,,,,,,,,,,,,,,
1061,BV1Y2oNB1ESs,2026-04-22T08:56:28.555492,685712,93720,74793,17897,51481,2832,10075,126,272,398,,,,,,,,,,,,,,,,,,,,,
1062,BV1Y2oNB1ESs,2026-04-22T08:57:45.075481,685930,93731,74807,17902,51487,2832,10075,132,266,398,,,,,,,,,,,,,,,,,,,,,
1063,BV1Y2oNB1ESs,2026-04-22T08:59:01.644824,686123,93748,74822,17904,51496,2832,10076,126,277,403,,,,,,,,,,,,,,,,,,,,,
1064,BV1Y2oNB1ESs,2026-04-22T09:00:18.100574,686357,93753,74826,17906,51501,2832,10077,130,278,408,,,,,,,,,,,,,,,,,,,,,
1065,BV1Y2oNB1ESs,2026-04-22T09:01:34.596418,686536,93766,74832,17906,51508,2833,10079,127,274,401,,,,,,,,,,,,,,,,,,,,,
1066,BV1Y2oNB1ESs,2026-04-22T09:02:51.104325,686766,93770,74836,17909,51509,2833,10079,139,269,408,,,,,,,,,,,,,,,,,,,,,
1067,BV1Y2oNB1ESs,2026-04-22T09:04:07.545268,686957,93779,74842,17911,51513,2833,10079,128,264,392,,,,,,,,,,,,,,,,,,,,,
1068,BV1Y2oNB1ESs,2026-04-22T09:05:24.051736,687152,93791,74850,17912,51518,2833,10079,114,267,381,,,,,,,,,,,,,,,,,,,,,
1069,BV1Y2oNB1ESs,2026-04-22T09:06:40.608443,687350,93805,74862,17914,51521,2834,10079,109,268,377,,,,,,,,,,,,,,,,,,,,,
1070,BV1Y2oNB1ESs,2026-04-22T09:07:57.188458,687711,93819,74867,17914,51528,2835,10079,125,271,396,,,,,,,,,,,,,,,,,,,,,
1071,BV1Y2oNB1ESs,2026-04-22T09:09:13.671530,687917,93838,74885,17916,51536,2835,10081,133,275,408,,,,,,,,,,,,,,,,,,,,,
1072,BV1Y2oNB1ESs,2026-04-22T09:10:30.224536,688118,93846,74895,17918,51547,2835,10081,143,281,424,,,,,,,,,,,,,,,,,,,,,
1073,BV1Y2oNB1ESs,2026-04-22T09:11:46.779564,688329,93852,74907,17919,51551,2835,10082,134,287,421,,,,,,,,,,,,,,,,,,,,,
1074,BV1Y2oNB1ESs,2026-04-22T09:13:03.235770,688548,93863,74915,17922,51553,2836,10082,148,286,434,,,,,,,,,,,,,,,,,,,,,
1075,BV1Y2oNB1ESs,2026-04-22T09:14:19.708051,688779,93879,74920,17924,51566,2839,10083,154,288,442,,,,,,,,,,,,,,,,,,,,,
1076,BV1Y2oNB1ESs,2026-04-22T09:15:36.285286,688961,93892,74928,17927,51573,2839,10083,156,289,445,,,,,,,,,,,,,,,,,,,,,
1077,BV1Y2oNB1ESs,2026-04-22T09:16:52.791520,689157,93904,74936,17930,51578,2839,10086,153,285,438,,,,,,,,,,,,,,,,,,,,,
